328,473
328,112
328,352
328,428
328,350
328,301
416,486
264,474
275,140
275,451
275,304
331,176
97,501
97,388
97,242
199,420
199,75
96,57
492,104
485,138
360,11
433,241
433,224
433,290
433,301
433,431
147,34
476,32
250,254
398,219
398,238
69,154
69,290
69,431
362,363
362,330
192,326
28,309
302,144
288,104
269,444
269,6
269,330
269,490
269,252
269,218
269,25
269,138
269,328
269,322
426,424
426,2
393,488
59,328
59,322
56,116
53,28
34,77
191,61
191,42
31,325
77,384
172,424
172,339
172,202
172,2
172,12
98,32
50,32
255,436
255,95
407,275
99,387
501,127
126,142
30,439
30,491
30,412
30,370
30,301
30,445
30,83
21,82
232,299
232,387
232,473
301,211
301,428
301,215
301,58
301,279
301,66
301,399
301,92
301,312
301,186
301,210
301,243
301,336
301,308
301,490
301,326
301,100
301,402
301,232
301,7
301,90
301,251
301,68
301,222
301,272
301,390
301,208
301,349
301,123
301,392
301,432
301,461
301,466
92,152
156,29
312,388
364,47
210,335
276,245
278,73
499,357
216,32
243,491
243,370
197,426
197,414
197,297
197,393
197,238
197,79
197,211
197,229
197,484
197,396
197,358
197,295
197,208
197,481
197,455
197,289
197,130
197,490
197,326
197,464
197,219
197,161
197,328
197,418
197,367
197,42
197,330
197,280
197,15
197,180
197,83
197,69
197,37
197,321
404,273
464,186
464,478
337,25
337,322
137,225
137,410
137,274
137,254
454,416
454,473
422,135
203,240
203,477
203,490
253,256
253,336
253,21
253,389
253,347
253,234
169,32
143,488
427,251
357,289
357,265
357,328
357,444
157,225
483,32
408,279
408,380
121,94
121,488
121,300
495,144
495,176
495,164
495,445
495,351
159,480
208,451
208,336
208,142
208,301
208,304
208,64
359,116
12,251
283,403
494,75
114,251
61,116
17,25
17,406
17,171
17,183
17,477
372,180
372,238
95,227
11,252
11,51
11,6
11,171
11,477
11,328
163,19
41,279
41,380
41,38
41,301
41,398
41,104
238,477
238,447
238,211
238,395
238,452
238,207
238,215
238,158
238,279
238,430
238,200
238,125
238,289
238,206
238,9
238,490
238,326
238,387
238,253
238,255
238,185
238,311
238,116
238,137
238,454
238,173
238,330
238,96
238,121
238,495
238,26
238,246
238,22
238,288
218,251
176,446
478,405
292,467
106,267
106,182
106,462
106,275
106,301
106,500
389,149
409,21
355,14
355,43
355,271
241,274
241,410
241,254
241,146
271,255
271,116
271,477
444,70
444,42
444,414
444,330
444,464
444,174
444,189
444,396
444,33
444,295
444,229
486,1
182,52
45,6
45,322
374,364
374,303
374,55
374,199
374,101
374,34
334,304
200,404
200,336
200,191
200,127
200,401
479,116
138,326
138,87
138,293
138,119
138,301
138,215
438,5
410,32
256,229
256,247
125,473
125,355
0,139
323,387
195,258
412,263
370,230
370,65
346,140
346,340
387,35
387,295
387,497
387,360
387,324
387,294
376,489
376,375
376,440
376,291
376,135
224,137
224,32
236,256
236,310
236,336
236,21
368,175
368,277
368,53
368,200
368,106
368,177
368,252
368,255
368,296
368,444
368,137
368,383
368,138
368,289
368,6
368,155
368,356
368,490
368,376
368,88
368,363
368,328
368,264
368,253
368,263
368,406
368,330
368,52
368,25
368,433
368,121
368,495
368,283
368,196
488,201
317,322
317,330
379,116
10,426
10,438
10,139
75,116
75,96
122,29
309,170
309,171
309,78
309,477
8,116
436,8
286,289
286,490
286,49
286,363
286,263
286,171
286,470
352,453
353,251
338,432
65,318
65,436
65,427
65,95
76,16
429,477
429,363
380,498
384,363
384,477
384,171
64,451
263,72
263,473
263,354
263,228
263,355
266,65
266,212
306,490
306,322
466,150
466,398
124,477
124,363
55,17
496,211
496,393
496,238
458,171
363,239
145,116
215,326
215,231
215,217
215,214
215,301
215,373
178,196
178,32
299,79
180,48
180,474
133,116
84,14
74,326
381,251
177,217
57,77
474,62
282,133
290,113
290,187
333,55
44,94
44,460
44,88
44,488
44,300
44,441
132,63
132,93
132,40
132,444
198,322
198,444
198,330
279,474
279,131
279,48
279,492
279,476
279,448
397,214
397,109
295,419
295,65
295,473
295,228
295,354
295,301
295,445
295,355
472,477
472,32
472,171
136,194
136,289
136,236
136,291
136,468
136,375
320,276
223,413
244,444
244,6
244,155
244,196
244,175
244,490
244,376
244,200
244,406
244,363
244,106
244,328
244,253
244,263
244,330
244,137
244,25
244,433
244,361
244,252
244,138
341,382
303,251
303,90
303,336
457,337
221,159
221,477
202,50
202,16
459,477
459,363
423,32
100,225
342,477
342,116
342,490
342,447
140,280
33,388
80,116
80,477
109,341
418,77
367,267
367,451
367,275
369,363
369,330
90,455
90,287
90,130
90,464
90,4
19,369
356,35
356,360
356,324
350,97
350,477
350,486
350,387
350,323
350,353
350,129
280,28
280,493
214,145
214,281
134,324
242,297
411,499
411,477
411,328
411,171
324,473
324,193
460,32
37,225
37,274
37,410
37,146
37,254
462,126
462,238
432,360
432,324
22,298
294,32
304,24
162,40
162,175
162,106
162,177
162,322
162,252
162,296
162,444
162,91
162,422
162,157
162,138
162,6
162,120
162,356
162,490
162,264
162,88
162,383
162,328
162,253
162,263
162,406
162,330
162,52
162,25
162,433
162,121
162,495
162,283
162,196
297,404
297,191
60,473
60,355
63,370
382,181
382,330
382,88
382,171
382,477
468,381
468,477
468,32
468,253
327,360
247,116
247,477
184,363
149,465
149,297
211,336
211,471
211,163
211,44
211,197
38,26
415,393
117,40
117,175
117,322
207,439
207,370
151,116
452,194
452,375
452,291
452,468
452,135
375,251
329,388
480,406
480,444
480,322
361,453
332,28
259,21
421,144
421,76
421,176
421,164
158,250
158,290
158,431
500,334
228,249
86,291
113,254
230,43
475,360
206,304
358,144
358,176
358,5
164,32
392,421
449,350
7,350
489,381
81,306
225,224
225,391
225,431
469,23
135,256
135,310
135,21
135,458
1,363
173,387
173,377
93,45
183,148
325,269
142,367
142,280
142,238
165,77
252,387
252,473
252,377
252,85
252,338
102,69
102,18
219,463
219,372
219,314
246,29
246,50
246,195
246,10
246,301
246,16
428,404
428,127
428,289
428,336
428,191
428,328
274,151
46,116
46,289
46,477
217,87
153,116
451,493
451,28
451,366
451,334
451,261
451,114
23,289
23,316
23,490
23,205
23,171
23,330
413,424
88,298
88,378
88,19
88,496
446,81
446,477
446,490
213,292
371,477
371,277
371,53
371,200
371,106
371,6
371,252
371,255
371,296
371,215
371,279
371,137
371,383
371,138
371,289
371,196
371,356
371,490
371,376
371,88
371,363
371,311
371,328
371,253
371,263
371,406
371,330
371,52
371,25
371,433
371,121
371,495
371,246
371,283
371,171
249,95
497,90
497,251
447,90
447,251
447,336
447,461
36,365
79,35
79,360
441,251
108,303
108,55
108,216
108,494
354,255
354,32
439,124
13,31
116,244
181,317
160,46
437,95
456,21
456,234
146,98
146,90
146,13
394,326
144,426
144,414
144,479
49,241
15,104
260,478
344,167
186,108
186,260
186,77
186,423
186,315
257,54
257,444
257,490
281,341
101,171
101,477
101,32
101,67
471,362
487,60
487,95
419,144
419,176
419,164
419,301
419,445
419,172
343,38
343,398
343,380
343,209
343,301
343,104
493,379
161,298
161,496
307,418
307,238
402,462
402,346
119,484
119,238
112,387
445,50
445,29
445,10
445,16
445,301
445,417
399,237
152,276
152,48
152,448
152,476
345,116
310,251
310,90
310,336
284,71
167,322
167,330
491,71
491,266
491,80
251,204
25,348
25,398
25,38
25,380
25,301
434,180
390,256
390,21
390,136
463,276
26,152
26,336
26,301
26,372
26,314
26,408
316,198
245,106
245,313
245,477
40,36
40,178
40,134
40,226
40,58
40,66
40,210
40,308
40,243
40,7
40,100
40,402
40,90
40,251
40,68
40,222
40,272
40,390
40,123
40,392
40,461
40,466
321,256
321,336
321,295
321,21
321,136
321,389
321,310
129,404
129,127
227,122
227,171
227,477
227,235
227,490
300,163
47,77
47,423
47,315
298,471
298,415
298,44
105,138
105,322
477,297
477,414
477,367
477,130
477,326
477,161
477,33
477,174
477,42
477,79
477,330
477,464
477,400
477,15
477,455
477,229
477,189
477,396
477,37
477,295
477,302
477,321
270,108
270,77
270,315
340,28
87,285
231,32
403,215
365,202
29,172
174,154
465,116
465,477
4,477
4,116
4,447
4,452
267,429
347,251
226,387
296,408
120,453
128,363
128,477
128,328
128,171
261,450
78,394
248,138
248,322
322,162
82,363
82,171
82,477
82,376
141,295
141,289
141,321
141,342
351,202
351,424
385,490
385,322
103,32
190,90
190,251
455,87
455,192
277,44
196,364
196,55
196,199
196,101
196,115
196,34
39,490
39,322
265,59
48,359
291,411
467,490
467,363
490,419
490,330
490,289
490,141
490,268
490,319
490,321
490,301
490,156
104,152
104,434
104,336
104,314
67,165
234,291
326,169
326,341
326,403
326,282
326,220
326,215
268,477
268,32
111,116
111,477
111,253
166,106
166,322
366,267
366,451
366,462
366,301
366,182
366,275
262,202
262,424
262,339
262,12
262,2
262,421
73,16
62,25
62,477
62,363
62,106
62,171
27,363
27,477
27,330
68,84
400,89
400,447
400,200
400,329
400,207
400,116
400,452
400,395
400,456
400,158
400,430
400,137
400,125
400,477
400,9
400,490
400,326
400,387
400,185
400,454
400,173
400,330
400,96
400,495
400,22
400,288
222,298
35,345
35,130
272,168
272,223
16,107
3,77
189,319
171,210
171,36
171,272
171,428
171,215
171,58
171,279
171,66
171,92
171,312
171,308
171,336
171,243
171,490
171,7
171,100
171,402
171,232
171,90
171,251
171,68
171,222
171,134
171,390
171,208
171,349
171,123
171,392
171,461
171,466
123,469
9,74
42,251
42,90
42,336
461,188
461,290
401,190
