student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student398_Prompt10_1.0,0,0,2,8,2,0,0,0,6,0,1,5,2,0
student399_Prompt7_1.0,4,1,1,6,0,0,1,0,11,0,0,8,0,0
student399_Prompt2_1.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
student399_Prompt5_1.0,2,2,1,4,0,0,1,1,10,1,0,3,2,0
student399_Prompt9_1.0,0,1,1,2,0,0,0,0,6,0,0,3,0,0
student399_Prompt3_1.0,0,0,0,1,0,1,0,0,6,0,0,2,0,0
student399_Prompt11_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student399_Prompt4_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student399_Prompt6_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student399_Integration3_1.0,0,0,0,5,0,0,0,0,8,1,0,5,0,2
student400_Capstone_1.0,2,0,1,2,0,0,0,0,6,0,0,3,0,0
student400_Prompt7_1.0,2,1,1,2,1,0,0,0,11,0,0,5,0,0
student400_Prompt9_1.0,0,1,1,0,0,0,0,0,5,0,0,2,0,0
student400_Prompt3_1.0,0,0,0,1,0,2,0,0,8,1,0,4,0,0
student400_Prompt11_1.0,1,1,0,1,0,0,0,0,5,0,1,3,0,2
student400_Prompt6_0.8,0,1,0,2,0,0,0,0,5,0,0,3,0,1
student400_Prompt8_1.0,0,1,0,2,1,0,0,1,5,1,0,4,0,1
student400_Prompt5_1.0,0,1,0,3,0,0,0,0,8,0,0,3,0,0
student400_Prompt4_0.8,2,0,0,1,0,0,0,1,6,0,0,6,1,0
student400_Prompt2_1.0,1,0,1,3,1,0,1,2,10,0,0,7,1,1
student400_Prompt10_1.0,1,0,1,3,2,0,1,1,14,0,0,10,1,1
student400_Integration3_1.0,0,0,0,2,0,1,0,1,8,1,0,2,1,1
student401_Capstone_1.0,4,0,3,2,0,0,0,0,7,0,0,4,0,0
student401_Prompt7_1.0,1,0,0,3,0,0,0,0,6,0,0,3,0,0
student401_Prompt2_1.0,1,0,0,1,0,0,2,1,5,0,0,2,0,0
student401_Prompt8_1.0,0,0,0,1,1,1,0,0,3,1,0,3,0,1
student401_Prompt3_1.0,0,0,0,0,0,1,0,0,6,0,0,3,0,0
student401_Prompt11_1.0,1,1,0,1,0,0,0,0,8,0,1,3,0,2
student401_Prompt4_1.0,0,0,0,1,0,0,0,1,5,0,1,5,1,0
student401_Prompt6_1.0,1,0,1,2,0,0,0,0,5,0,0,3,0,0
student401_Prompt10_1.0,1,1,0,1,1,0,0,0,8,0,0,3,0,0
student402_Capstone_1.0,5,0,1,6,1,0,0,0,9,0,1,5,1,1
student402_Prompt7_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student402_Prompt2_1.0,0,0,1,1,0,0,0,1,1,0,0,0,0,0
student402_Prompt5_1.0,0,1,2,5,0,0,0,2,14,0,0,11,1,2
student402_Prompt9_1.0,1,1,0,4,1,0,0,1,6,1,0,6,0,3
student402_Prompt3_0.5,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student402_Prompt8_1.0,3,0,0,2,0,0,0,0,9,0,0,5,0,0
student402_Prompt4_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student402_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student402_Integration3_0.8,0,0,0,4,0,0,0,0,6,2,0,4,0,2
student402_Prompt10_1.0,0,2,1,2,0,0,1,0,6,0,0,5,0,0
student403_Prompt9_1.0,0,1,0,4,0,0,0,0,5,0,0,4,0,0
student403_Prompt7_1.0,3,0,0,5,0,0,2,1,8,1,0,8,0,1
student403_Prompt3_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student403_Prompt11_1.0,3,1,0,1,0,0,1,0,7,0,1,3,0,3
student403_Prompt8_1.0,0,1,0,2,1,0,0,1,5,1,0,4,0,2
student403_Prompt2_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student403_Prompt6_1.0,1,1,1,4,0,0,0,3,8,1,1,6,0,1
student404_Prompt9_1.0,0,0,1,2,0,0,0,2,6,1,0,4,0,1
student404_Prompt7_1.0,1,0,1,3,0,0,0,0,6,0,0,4,0,0
student404_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student404_Prompt8_0.8,2,1,0,3,0,0,1,0,8,0,0,3,1,0
student404_Prompt2_1.0,1,2,1,2,1,0,0,1,7,0,1,3,0,0
student404_Prompt6_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student404_Prompt10_1.0,0,1,0,2,0,0,0,0,7,0,0,2,0,0
student405_Prompt9_1.0,0,0,1,2,1,0,0,2,7,1,0,3,0,2
student405_Prompt7_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student405_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student405_Prompt8_1.0,2,0,0,6,0,0,1,0,5,0,0,4,0,0
student405_Prompt2_1.0,0,1,0,2,0,0,0,1,9,0,1,2,0,0
student405_Prompt6_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student405_Prompt10_1.0,0,1,1,2,0,0,0,0,6,0,0,4,0,0
student406_Capstone_1.0,2,0,2,4,0,0,0,1,9,0,0,4,0,0
student406_Prompt7_1.0,1,1,0,2,0,0,0,0,5,0,0,4,0,0
student406_Prompt2_1.0,2,0,1,6,1,0,0,5,21,0,1,7,0,0
student406_Prompt5_1.0,0,1,1,1,0,0,0,0,6,0,0,4,1,0
student406_Prompt9_1.0,0,1,1,3,0,0,1,0,6,0,0,7,0,0
student406_Prompt3_1.0,1,0,0,1,0,1,1,1,11,1,0,4,0,1
student406_Prompt4_1.0,1,0,0,0,0,0,0,1,5,0,0,3,1,0
student406_Prompt10_1.0,0,0,0,4,1,0,2,0,5,0,0,4,1,0
student406_Integration3_1.0,0,0,0,5,0,0,0,0,10,2,0,5,0,3
student407_Prompt7_1.0,1,2,0,1,0,0,0,0,5,0,1,5,0,0
student407_Prompt8_1.0,3,0,0,3,2,0,0,2,11,1,0,8,1,6
student407_Prompt3_1.0,1,1,0,1,0,2,1,2,15,0,2,8,0,0
student407_Prompt2_1.0,2,1,1,9,1,0,1,1,18,0,1,3,1,0
student407_Prompt6_1.0,2,1,1,1,0,0,0,0,5,0,1,3,0,0
student407_Prompt10_1.0,1,2,3,6,2,0,0,0,8,0,0,7,1,0
student408_Capstone_1.0,6,2,4,5,0,0,2,1,16,0,1,9,1,2
student408_Prompt9_1.0,0,1,1,2,0,0,0,0,4,0,0,3,0,1
student408_Prompt10_1.0,0,0,1,2,1,0,0,1,4,0,0,1,1,0
student408_Prompt3_1.0,3,0,1,3,0,1,3,2,13,0,0,6,0,0
student408_Prompt6_0.0,1,0,0,2,0,0,0,0,6,0,0,2,0,0
student409_Capstone_1.0,6,0,1,1,0,0,0,1,10,0,0,5,0,0
student409_Prompt7_1.0,1,2,1,2,1,0,0,0,6,0,0,6,0,1
student409_Prompt5_1.0,0,1,1,1,0,0,0,0,4,0,0,3,0,0
student409_Prompt9_1.0,1,1,1,2,0,0,0,1,10,0,0,5,0,0
student409_Prompt3_1.0,0,0,0,0,0,1,0,0,2,0,0,2,0,0
student409_Prompt11_1.0,4,0,0,1,0,0,0,0,11,1,1,2,0,2
student409_Prompt8_1.0,1,0,0,3,1,0,0,1,6,1,0,4,0,1
student409_Prompt4_1.0,2,1,0,2,0,0,0,2,10,0,0,4,1,0
student409_Integration3_1.0,0,0,0,3,0,0,0,0,5,1,0,3,0,2
student410_Capstone_0.9,4,1,0,3,0,0,0,0,6,0,2,5,0,3
student410_Prompt7_1.0,3,0,0,4,0,0,2,0,12,0,0,6,0,1
student410_Prompt9_1.0,0,1,0,0,0,0,0,0,3,0,1,1,0,0
student410_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student410_Prompt8_1.0,0,1,0,2,1,0,0,0,2,0,0,1,0,1
student410_Prompt2_1.0,1,0,0,1,0,0,0,0,6,0,0,3,0,0
student410_Prompt6_1.0,2,0,0,3,0,0,1,0,9,0,0,5,0,0
student411_Capstone_0.9,8,0,2,5,0,0,0,1,16,0,0,6,0,3
student411_Prompt7_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
student411_Prompt5_1.0,0,0,2,3,0,0,0,0,6,0,0,2,0,0
student411_Prompt4_0.5,1,0,1,0,0,0,0,2,2,0,1,4,1,0
student411_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student411_Prompt2_1.0,2,0,1,5,1,0,1,2,14,1,0,6,1,1
student411_Prompt6_1.0,0,0,0,2,0,0,0,0,4,0,0,5,0,1
student411_Prompt10_1.0,0,0,1,2,1,0,0,0,2,0,0,0,1,0
student412_Prompt9_1.0,4,1,3,3,0,0,0,0,12,0,0,6,0,1
student412_Prompt5_1.0,0,1,1,4,0,0,0,0,8,1,0,4,0,1
student412_Prompt7_1.0,1,2,1,2,1,0,0,0,7,0,0,3,0,0
student412_Prompt3_1.0,0,0,0,1,0,1,1,0,6,0,0,1,0,0
student412_Prompt11_1.0,1,0,0,1,0,0,0,0,4,0,1,2,0,2
student412_Prompt8_1.0,0,0,0,1,1,0,1,1,4,1,0,1,0,1
student412_Prompt4_1.0,1,0,0,1,0,0,0,2,6,0,0,1,1,0
student412_Prompt6_1.0,1,0,0,2,0,0,0,0,6,0,0,2,0,0
student412_Integration3_1.0,0,0,0,3,0,0,0,0,4,0,0,1,0,0
student412_Prompt10_1.0,0,0,2,6,2,0,0,0,4,0,1,2,2,0
student413_Capstone_1.0,2,0,1,1,0,0,0,0,10,0,0,2,0,0
student413_Prompt7_1.0,1,1,0,3,0,0,0,0,6,0,0,3,0,0
student413_Prompt5_1.0,1,0,1,1,0,0,0,0,7,0,0,4,0,0
student413_Prompt4_1.0,0,0,0,1,0,0,0,1,5,0,0,4,1,0
student413_Prompt3_1.0,0,0,0,0,0,1,0,0,4,0,0,3,0,0
student413_Prompt11_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
student413_Prompt1_1.0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
student413_Prompt2_1.0,1,1,0,3,0,0,0,1,13,0,1,5,0,0
student413_Prompt6_1.0,0,0,0,1,0,0,0,1,6,0,0,5,0,0
student413_Prompt10_1.0,0,0,1,3,1,0,0,0,5,0,0,4,1,1
student414_Prompt9_1.0,0,2,3,3,1,0,1,2,9,2,0,6,0,2
student414_Prompt2_1.0,0,3,3,4,2,0,1,5,16,0,0,11,0,2
student414_Prompt7_1.0,4,1,0,3,0,0,0,0,10,0,0,8,0,2
student414_Integration3_1.0,2,1,6,10,0,0,3,2,18,2,2,10,2,2
student414_Prompt11_1.0,4,0,2,3,0,0,0,1,11,0,0,7,0,5
student414_Prompt8_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student414_Prompt4_1.0,0,2,0,2,0,0,2,2,13,0,0,4,1,0
student414_Prompt6_1.0,1,1,0,2,0,0,0,0,7,0,1,6,0,0
student414_Prompt10_1.0,1,0,2,5,1,0,1,0,7,0,0,7,2,1
student415_Capstone_1.0,3,0,3,9,0,0,4,1,10,0,0,6,2,2
student415_Prompt7_1.0,2,1,0,5,0,0,2,2,12,0,0,6,1,1
student415_Prompt2_1.0,1,0,0,1,0,0,0,2,7,0,1,1,0,0
student415_Prompt5_1.0,1,1,3,3,0,0,2,0,13,0,0,7,0,5
student415_Prompt9_1.0,0,3,0,3,0,0,1,0,8,0,0,3,0,0
student415_Prompt3_1.0,0,0,0,0,0,1,0,0,3,0,0,2,0,0
student415_Prompt8_1.0,0,0,0,2,2,0,1,0,3,0,0,3,0,2
student415_Prompt4_1.0,0,1,0,3,0,0,2,2,7,0,0,4,1,0
student415_Prompt6_1.0,2,1,1,2,1,0,0,0,6,0,0,3,0,0
student415_Prompt10_1.0,0,0,0,3,2,0,1,0,8,0,0,1,1,0
student416_Capstone_1.0,2,0,1,2,0,0,0,0,6,0,0,3,0,0
student416_Prompt7_1.0,3,1,0,3,1,0,0,0,10,0,0,4,0,0
student416_Prompt5_1.0,1,1,2,4,0,0,0,0,9,1,0,6,0,1
student416_Prompt9_1.0,0,1,1,5,0,0,2,0,9,0,0,8,0,1
student416_Prompt3_1.0,0,0,0,0,0,1,0,0,5,0,0,1,0,0
student416_Prompt11_1.0,3,0,1,1,1,0,1,0,7,0,1,3,0,4
student416_Prompt6_1.0,1,1,0,4,1,0,1,1,8,2,1,7,1,3
student416_Integration3_1.0,0,0,0,8,1,0,1,3,10,1,0,7,0,2
student416_Prompt10_1.0,0,0,1,2,1,0,0,0,2,0,0,0,1,0
student417_Capstone_1.0,1,0,1,2,1,0,0,0,7,0,0,5,1,1
student417_Prompt9_1.0,0,1,1,3,0,0,0,0,7,0,0,6,0,0
student417_Prompt3_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student417_Prompt6_1.0,1,0,0,2,0,0,0,0,6,0,0,1,0,0
student418_Capstone_1.0,4,3,7,9,2,2,3,0,11,2,0,7,4,5
student418_Prompt7_1.0,0,0,0,0,0,0,0,0,3,0,0,2,0,0
student418_Prompt2_1.0,3,1,1,4,0,0,1,2,12,0,1,7,0,0
student418_Prompt9_1.0,1,2,1,3,3,0,2,1,11,2,1,7,0,3
student418_Prompt3_1.0,1,0,0,1,0,0,0,0,6,0,0,3,0,0
student418_Prompt11_0.0,2,1,0,6,2,0,1,0,8,0,1,6,1,0
student418_Prompt8_1.0,1,1,0,2,0,0,0,0,8,0,0,5,1,0
student418_Prompt4_1.0,2,1,1,2,0,1,0,1,15,0,0,7,1,0
student418_Prompt10_1.0,0,2,2,2,0,0,1,0,7,0,0,6,1,0
student418_Integration3_1.0,3,0,5,10,0,3,1,4,16,2,0,12,2,1
student419_Capstone_0.9,2,0,2,5,1,0,0,0,13,0,1,4,1,0
student419_Prompt8_1.0,0,1,0,2,1,0,0,1,7,1,0,4,2,1
student419_Prompt2_1.0,0,1,0,2,0,0,0,1,6,0,1,1,0,0
student419_Prompt9_1.0,0,1,1,3,0,0,0,0,10,0,0,5,0,0
student419_Integration3_0.9,0,0,0,2,0,0,0,0,5,1,0,2,0,1
student419_Prompt4_1.0,2,0,2,2,0,0,0,1,11,0,0,5,1,0
student419_Prompt6_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student420_Capstone_1.0,11,2,7,5,3,0,1,1,19,0,1,8,0,2
student420_Prompt7_1.0,1,0,0,2,0,0,0,0,6,0,0,4,0,0
student420_Prompt9_1.0,0,1,2,5,0,0,0,2,8,1,0,7,0,1
student420_Prompt3_0.5,1,0,2,2,0,2,0,0,16,0,2,11,1,2
student420_Prompt8_1.0,2,0,0,1,0,0,0,0,6,0,0,4,0,1
student420_Prompt4_1.0,1,0,0,1,0,0,0,2,6,0,0,1,1,0
student420_Prompt6_0.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
student420_Integration3_1.0,0,0,0,11,0,1,1,2,24,8,0,12,1,7
student420_Prompt10_1.0,0,0,0,1,0,0,0,0,3,0,0,3,0,1
student421_Prompt9_1.0,0,1,1,5,0,0,0,0,7,0,0,9,0,2
student421_Prompt2_1.0,0,0,2,0,0,0,0,3,2,0,0,4,0,0
student421_Prompt7_1.0,2,2,0,2,0,0,0,0,6,0,0,5,0,1
student421_Prompt3_1.0,0,0,0,1,0,1,0,0,6,0,0,2,0,0
student421_Prompt8_1.0,0,0,0,2,1,0,0,1,4,1,0,1,0,1
student421_Prompt4_1.0,1,1,0,2,0,0,0,3,9,0,0,4,1,0
student422_Capstone_1.0,3,0,2,3,0,0,0,1,10,1,0,5,0,1
student422_Prompt7_1.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
student422_Prompt2_0.8,1,0,0,3,0,0,0,1,7,0,0,3,0,0
student422_Prompt5_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student422_Prompt9_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student422_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student422_Prompt8_1.0,4,1,2,11,2,0,0,2,18,3,1,9,1,3
student422_Prompt4_1.0,1,0,0,1,0,1,1,2,8,0,1,3,1,0
student422_Prompt6_1.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
student422_Integration3_1.0,0,2,1,5,0,0,2,2,14,1,0,7,0,1
student422_Prompt10_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student423_Capstone_1.0,8,1,6,6,2,1,0,1,20,0,0,9,0,0
student423_Prompt7_1.0,0,0,0,2,0,0,1,3,7,1,0,2,0,1
student423_Prompt9_1.0,0,1,1,6,0,0,0,0,9,0,0,7,0,0
student423_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student423_Prompt8_1.0,2,0,0,4,1,0,1,2,5,1,0,6,1,3
student423_Prompt6_1.0,0,2,1,3,0,0,1,0,7,0,0,7,0,1
student423_Prompt10_1.0,1,0,0,0,1,0,0,0,2,0,0,2,1,0
student424_Capstone_1.0,6,0,3,3,0,0,0,0,9,0,0,4,1,0
student424_Prompt7_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student424_Prompt5_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student424_Prompt4_1.0,0,0,2,2,0,0,0,1,12,1,1,7,2,1
student424_Prompt3_1.0,0,0,0,1,0,1,0,0,8,1,0,4,0,0
student424_Prompt11_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student424_Prompt2_1.0,0,0,0,1,0,0,0,2,4,0,1,2,0,0
student424_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student424_Integration3_0.9,0,1,2,6,1,0,2,1,16,1,0,8,2,3
student424_Prompt10_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student425_Capstone_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student425_Prompt7_1.0,1,1,0,3,0,0,1,2,13,0,1,5,0,0
student425_Prompt2_1.0,2,1,0,3,0,0,1,2,18,0,0,5,0,0
student425_Prompt9_1.0,0,2,0,2,0,0,1,0,8,0,0,3,0,0
student425_Prompt3_1.0,1,0,0,0,0,1,0,0,11,0,0,5,0,0
student425_Prompt11_1.0,0,0,0,0,0,1,1,0,4,0,0,2,0,3
student425_Prompt8_1.0,1,0,0,2,2,0,1,1,9,2,0,7,1,3
student425_Prompt4_1.0,1,1,0,2,0,0,1,2,11,1,0,7,1,1
student425_Prompt10_1.0,0,0,2,2,1,0,1,1,12,0,0,6,1,1
student425_Integration3_1.0,0,0,0,4,0,0,0,0,10,1,0,6,1,2
student426_Prompt9_1.0,8,0,4,0,0,0,0,2,44,0,0,2,0,0
student426_Prompt2_1.0,2,0,0,1,0,0,0,0,20,0,2,3,0,2
student426_Prompt5_1.0,2,1,2,7,1,0,1,2,38,3,2,10,4,3
student426_Prompt7_1.0,2,0,1,1,0,0,0,0,27,1,0,2,0,1
student426_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
student426_Prompt11_1.0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
student426_Prompt8_1.0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
student426_Prompt4_1.0,0,0,0,0,0,0,0,0,25,1,0,0,0,1
student426_Prompt6_1.0,3,0,1,2,0,0,0,0,71,0,0,5,0,0
student426_Integration3_1.0,0,1,0,0,0,0,0,0,4,1,1,1,0,1
student426_Prompt10_1.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0
student427_Prompt9_1.0,0,1,0,2,0,0,0,0,4,0,0,4,0,1
student427_Prompt2_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student427_Prompt5_1.0,0,0,0,2,0,0,1,0,5,0,0,1,0,0
student427_Prompt7_1.0,1,0,0,2,0,0,0,0,7,0,0,2,0,0
student427_Prompt3_1.0,1,0,1,1,0,1,0,0,7,0,0,2,1,0
student427_Prompt11_1.0,1,0,0,1,0,0,0,1,5,0,0,1,0,2
student427_Prompt8_1.0,0,0,0,2,1,0,0,0,4,1,0,1,0,1
student427_Prompt4_1.0,0,0,0,1,0,0,1,1,7,0,2,6,1,1
student427_Prompt10_1.0,0,0,1,3,1,0,0,0,3,0,0,1,1,0
student427_Integration3_1.0,0,0,1,4,0,0,0,0,8,1,0,3,0,2
student428_Capstone_0.9,5,0,2,4,0,0,1,0,9,0,0,3,0,0
student428_Prompt7_1.0,1,1,0,3,0,0,0,0,6,2,0,3,0,1
student428_Prompt2_1.0,3,0,1,9,1,0,1,2,17,0,1,7,0,0
student428_Prompt8_1.0,0,0,0,0,1,0,0,1,3,1,0,2,1,1
student428_Prompt3_1.0,0,0,0,0,0,1,0,0,4,0,0,1,0,0
student428_Prompt11_1.0,2,1,0,4,0,0,0,0,9,0,0,4,0,2
student428_Prompt4_1.0,1,1,0,2,1,0,1,2,9,0,0,6,1,1
student428_Prompt6_1.0,2,0,3,4,0,0,0,0,11,1,0,6,0,2
student428_Prompt10_1.0,0,0,0,7,1,0,0,0,10,2,0,8,1,2
student429_Capstone_1.0,2,0,1,2,0,0,0,0,7,0,0,3,0,0
student429_Prompt7_1.0,3,1,0,3,0,0,0,0,11,0,0,5,0,0
student429_Prompt9_1.0,0,1,1,3,0,0,1,0,6,0,0,3,0,0
student429_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student429_Prompt11_1.0,1,1,0,0,0,0,0,0,5,0,2,2,0,2
student429_Prompt8_1.0,0,0,0,1,1,0,0,1,3,1,0,0,0,1
student429_Prompt2_1.0,1,0,1,1,0,0,0,1,2,0,0,0,0,0
student429_Prompt6_1.0,1,0,0,1,0,0,0,0,3,0,0,1,0,0
student429_Prompt10_1.0,0,0,1,3,1,0,0,0,3,0,0,1,1,0
student430_Prompt7_1.0,4,0,1,4,1,0,0,0,10,0,0,7,0,1
student430_Prompt9_1.0,0,1,0,3,0,0,0,1,9,0,0,6,0,0
student430_Prompt3_1.0,1,0,0,5,1,1,1,1,14,0,0,10,1,1
student430_Prompt11_1.0,0,1,0,0,0,1,1,0,3,0,0,3,0,3
student430_Prompt4_1.0,1,0,0,0,1,0,0,1,2,0,0,3,2,0
student430_Prompt6_1.0,2,1,0,4,0,0,2,0,10,0,0,3,0,0
student430_Integration3_1.0,0,0,2,6,0,2,0,1,12,1,1,6,3,4
student430_Prompt10_1.0,0,0,2,2,1,0,0,0,4,0,0,2,1,0
student431_Capstone_1.0,8,0,2,8,0,1,0,1,15,0,1,11,0,3
student431_Prompt7_1.0,3,0,0,2,0,0,0,1,6,0,0,3,0,1
student431_Prompt2_1.0,1,2,1,5,0,0,1,2,14,0,0,3,2,0
student431_Prompt5_1.0,0,0,0,0,0,0,0,2,6,0,2,1,1,0
student431_Prompt9_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student431_Prompt3_1.0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
student431_Prompt11_0.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student431_Prompt8_1.0,1,0,1,3,2,0,0,0,6,0,0,5,0,3
student431_Prompt4_1.0,0,0,0,0,0,1,0,0,5,0,0,1,0,0
student431_Prompt10_1.0,0,1,0,1,0,0,0,0,7,0,0,2,0,0
student431_Integration3_1.0,1,0,5,9,1,0,1,1,21,3,0,10,0,6
student432_Prompt9_1.0,0,0,0,2,1,0,0,1,4,1,0,2,0,1
student432_Prompt2_1.0,0,1,0,5,1,0,0,0,7,0,0,1,0,0
student432_Prompt5_1.0,0,1,0,3,0,0,0,2,10,1,0,3,0,0
student432_Prompt7_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student432_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student432_Prompt8_1.0,1,0,0,0,0,0,0,0,4,0,0,1,0,0
student432_Prompt4_1.0,0,0,0,2,0,1,0,0,9,1,0,2,1,0
student432_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student432_Integration3_1.0,4,0,1,4,0,0,2,0,9,0,0,4,0,0
student432_Prompt10_1.0,0,1,2,3,1,0,0,0,7,0,0,4,1,0
student433_Prompt9_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student433_Prompt2_1.0,0,0,0,4,1,0,0,1,13,0,0,1,0,0
student433_Prompt7_1.0,1,0,1,1,0,0,0,0,3,0,0,2,0,0
student433_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student433_Prompt11_1.0,1,0,0,1,0,0,0,0,5,0,1,2,0,2
student433_Prompt8_1.0,1,1,0,3,1,0,0,1,8,1,0,4,0,2
student433_Prompt4_1.0,0,0,0,0,0,0,0,2,4,0,0,1,0,0
student433_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student433_Integration3_1.0,1,1,1,11,0,0,2,6,22,3,0,13,0,4
student433_Prompt10_1.0,0,1,2,5,2,0,0,0,7,0,0,6,1,1
student434_Capstone_1.0,4,1,1,4,0,3,1,1,12,0,0,7,0,2
student434_Prompt7_1.0,0,1,0,3,0,0,0,0,7,0,0,4,0,0
student434_Prompt5_1.0,1,0,1,2,0,0,1,0,8,0,0,3,0,0
student434_Prompt9_1.0,1,1,1,4,1,0,0,0,11,1,0,10,0,2
student434_Integration3_0.9,1,0,6,6,1,0,1,3,14,1,2,7,1,1
student434_Prompt2_1.0,1,0,1,0,0,0,0,0,2,0,0,0,0,0
student434_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student434_Prompt10_1.0,0,0,0,2,1,0,0,0,3,0,0,3,1,0
student435_Capstone_1.0,2,0,3,5,0,0,1,1,18,1,0,6,1,0
student435_Prompt7_1.0,0,0,0,1,0,0,0,0,7,0,0,3,0,0
student435_Prompt5_1.0,1,1,0,3,0,0,1,0,8,0,0,5,1,0
student435_Prompt9_1.0,1,0,0,1,2,0,1,0,7,1,0,7,0,3
student435_Prompt3_1.0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
student435_Prompt4_1.0,0,0,0,3,0,2,1,0,6,1,0,5,0,0
student435_Prompt6_1.0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
student435_Integration3_1.0,2,1,3,8,0,0,0,0,14,1,0,7,0,3
student436_Capstone_1.0,3,0,2,4,0,0,0,0,7,0,1,3,0,3
student436_Prompt7_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student436_Prompt9_1.0,0,0,0,2,1,0,0,2,7,1,0,2,0,1
student436_Prompt3_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student436_Prompt11_1.0,0,1,2,1,2,0,0,0,5,0,0,1,1,0
student436_Prompt6_1.0,0,1,0,1,0,0,0,0,4,0,0,2,0,0
student436_Prompt8_1.0,1,1,0,2,0,0,1,0,9,0,0,2,0,0
student436_Prompt5_1.0,1,1,0,2,0,0,0,2,10,0,0,2,1,0
student436_Prompt4_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student436_Prompt2_1.0,1,1,0,2,0,0,1,0,8,0,0,2,0,0
student436_Prompt10_1.0,0,1,1,2,0,0,1,0,6,0,0,8,0,0
student436_Integration3_1.0,0,3,3,6,1,0,3,1,14,1,1,9,0,1
student437_Prompt8_1.0,1,0,0,3,1,0,0,2,6,2,0,3,0,2
student437_Prompt2_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student437_Prompt5_1.0,0,1,1,1,0,0,0,0,4,0,0,3,0,0
student437_Prompt9_1.0,1,3,0,6,0,0,0,0,9,0,0,7,0,1
student437_Prompt3_1.0,1,0,0,2,0,1,1,0,12,0,0,4,0,0
student437_Prompt4_1.0,3,0,1,1,0,0,0,3,9,0,0,3,1,0
