student_assignment_grade,struc0,struc1,struc10,struc11,struc12,struc13,struc2,struc3,struc4,struc5,struc6,struc7,struc8,struc9
student38_Prompt8_1.0,0,0,0,2,1,0,0,1,5,1,0,2,0,1
student38_Integration3_1.0,0,2,3,5,1,2,1,0,12,0,2,2,2,2
student38_Prompt1_1.0,0,0,0,0,0,0,0,1,7,0,0,1,0,0
student38_Prompt4_1.0,1,1,0,3,0,2,1,2,12,1,0,5,1,0
student38_Prompt6_1.0,1,0,0,2,0,0,1,0,4,0,0,2,0,0
student38_Prompt10_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student39_Capstone_0.9,6,0,2,3,1,0,0,0,11,0,0,7,0,1
student39_Prompt7_1.0,2,0,0,4,0,0,0,0,7,0,0,4,0,0
student39_Prompt2_1.0,2,1,0,2,0,0,0,2,13,1,1,6,0,1
student39_Prompt5_1.0,0,2,0,1,0,0,0,0,7,1,0,6,1,1
student39_Prompt9_1.0,0,0,0,1,1,0,0,0,3,0,0,6,0,3
student39_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student39_Prompt8_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student39_Prompt4_1.0,0,0,0,1,0,1,0,0,7,1,0,4,1,0
student39_Prompt6_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student39_Prompt10_1.0,0,1,0,1,0,0,0,0,8,0,0,2,0,0
student40_Capstone_1.0,5,1,3,9,0,1,0,0,19,1,1,9,2,1
student40_Prompt8_1.0,1,1,0,3,0,0,1,2,8,0,0,3,1,0
student40_Prompt2_1.0,0,1,0,1,0,0,0,0,5,0,0,0,0,0
student40_Prompt5_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student40_Prompt9_1.0,2,0,0,1,0,0,0,0,4,1,0,2,0,1
student40_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student40_Prompt11_1.0,0,0,0,5,1,0,0,0,3,0,1,3,1,0
student40_Prompt4_1.0,1,0,0,1,0,1,0,2,10,1,0,2,1,0
student40_Prompt6_1.0,2,0,0,1,0,0,0,0,4,0,0,1,0,0
student40_Integration3_1.0,0,2,1,7,0,0,2,2,17,2,0,9,0,2
student40_Prompt10_1.0,0,2,1,3,0,0,0,0,5,0,0,5,0,0
student41_Capstone_1.0,2,0,2,8,0,0,2,0,15,1,0,9,0,4
student41_Prompt7_1.0,4,2,0,4,1,0,0,0,22,0,1,9,1,0
student41_Prompt2_1.0,0,0,0,1,0,0,0,0,4,0,0,3,0,0
student41_Prompt5_1.0,1,2,1,1,0,0,0,1,10,1,0,4,0,1
student41_Prompt9_1.0,0,1,0,3,0,0,1,0,8,0,0,8,0,0
student41_Prompt3_1.0,0,0,0,1,0,1,2,1,9,0,1,7,0,0
student41_Prompt11_1.0,1,1,1,2,1,0,0,0,7,1,1,3,0,3
student41_Prompt4_1.0,0,1,0,3,0,0,1,2,11,0,0,10,2,0
student41_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student41_Prompt10_1.0,1,0,2,7,2,0,1,0,12,0,1,5,1,1
student42_Capstone_1.0,3,0,1,1,0,0,0,0,4,0,0,1,0,0
student42_Prompt7_1.0,1,1,0,1,0,0,0,0,7,0,0,1,0,0
student42_Prompt9_1.0,1,0,0,2,0,0,1,0,6,0,0,3,0,2
student42_Prompt3_1.0,0,0,0,1,0,0,1,0,4,0,0,0,0,0
student42_Prompt11_1.0,1,0,0,3,1,0,1,1,11,0,0,1,2,3
student42_Prompt6_1.0,1,0,0,2,0,0,1,0,6,0,0,3,0,0
student42_Prompt8_1.0,0,0,0,2,1,0,0,1,4,1,0,1,0,1
student42_Prompt5_1.0,0,2,1,2,0,0,0,1,8,0,0,4,1,0
student42_Prompt4_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
student42_Prompt2_1.0,1,0,1,3,1,0,0,3,8,0,0,1,0,0
student42_Prompt10_1.0,2,2,3,3,1,0,0,0,12,0,0,6,0,0
student42_Integration3_1.0,1,0,3,5,0,0,0,0,12,1,0,6,1,2
student43_Capstone_1.0,9,1,3,4,0,0,3,1,15,2,2,7,2,2
student43_Prompt7_1.0,0,1,0,2,1,0,0,1,5,1,1,3,0,1
student43_Prompt5_1.0,0,1,2,3,0,0,1,0,6,0,0,5,0,0
student43_Prompt9_1.0,0,1,1,1,0,0,1,0,3,0,0,5,0,0
student43_Prompt11_1.0,1,0,1,2,1,0,0,0,8,0,0,4,0,1
student43_Prompt8_1.0,3,0,2,3,1,0,1,2,9,2,0,3,0,3
student43_Prompt4_1.0,0,0,0,1,1,0,0,1,9,0,0,6,1,2
student44_Capstone_0.9,2,1,2,5,1,0,0,0,6,0,2,4,1,0
student44_Prompt7_1.0,1,0,0,0,0,0,0,0,4,0,0,0,0,0
student44_Prompt5_1.0,1,1,1,2,0,0,0,0,8,0,0,1,0,0
student44_Prompt9_1.0,0,1,1,3,0,0,0,0,5,1,0,3,0,0
student44_Prompt3_1.0,0,0,0,0,0,1,0,0,4,0,0,1,0,0
student44_Prompt8_1.0,0,1,0,4,1,0,0,1,7,2,0,3,1,1
student44_Prompt4_1.0,1,1,0,1,0,0,0,2,7,0,0,1,1,0
student44_Prompt6_1.0,1,0,0,2,0,0,0,0,4,0,0,3,0,0
student44_Integration3_0.9,0,0,0,3,0,0,0,0,6,1,0,3,0,2
student44_Prompt10_1.0,2,0,0,3,1,0,0,0,4,0,0,1,1,0
student45_Prompt9_1.0,1,1,0,7,0,0,0,0,14,0,1,11,0,1
student45_Prompt2_1.0,1,0,1,1,0,0,0,0,6,0,0,1,1,0
student45_Prompt5_0.0,0,1,1,3,1,0,1,1,5,0,0,4,0,0
student45_Prompt7_1.0,1,0,0,3,0,0,0,0,5,0,0,4,0,0
student45_Prompt3_1.0,0,0,0,0,0,1,1,1,8,0,0,2,0,0
student45_Prompt8_1.0,0,0,0,2,1,0,1,2,7,1,0,3,1,2
student45_Prompt4_1.0,1,0,0,2,0,0,2,1,7,1,0,5,2,1
student45_Prompt6_1.0,0,0,0,2,0,0,0,0,4,0,0,5,0,1
student45_Integration3_1.0,0,0,0,3,0,2,1,0,11,0,0,4,2,1
student45_Prompt10_1.0,0,0,0,1,1,0,0,0,2,0,0,3,1,0
student46_Capstone_1.0,1,0,0,2,0,0,1,1,2,0,1,2,0,2
student46_Prompt7_1.0,2,0,0,3,0,0,0,0,8,0,0,5,0,2
student46_Prompt9_1.0,0,1,0,2,0,0,0,0,4,0,0,2,0,0
student46_Prompt3_1.0,0,0,0,2,0,2,1,0,4,0,0,1,0,0
student46_Prompt8_1.0,0,0,1,4,2,0,0,1,5,1,0,5,0,1
student46_Prompt6_1.0,2,0,0,6,0,0,1,0,8,1,0,6,0,1
student46_Prompt10_1.0,0,0,1,4,1,0,1,0,4,0,0,2,1,0
student47_Capstone_0.9,8,1,1,3,0,0,3,0,11,2,2,9,0,3
student47_Prompt7_1.0,1,1,2,5,0,0,0,0,7,1,0,7,0,1
student47_Prompt2_1.0,1,0,1,3,0,0,2,2,9,0,0,3,0,0
student47_Prompt5_1.0,1,1,3,1,1,0,0,0,9,0,0,4,0,0
student47_Prompt9_1.0,1,0,1,3,0,0,0,3,9,2,0,11,1,3
student47_Prompt3_1.0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
student47_Prompt4_1.0,1,0,0,0,0,1,0,2,12,0,0,7,1,0
student47_Prompt6_1.0,2,0,0,4,0,0,1,3,14,2,1,9,3,2
student47_Integration3_1.0,0,0,0,0,0,0,0,1,4,0,0,1,0,0
student47_Prompt10_1.0,0,0,0,1,0,0,1,0,6,0,0,2,0,0
student48_Capstone_1.0,3,0,2,3,1,0,0,0,10,0,0,3,1,0
student48_Prompt7_1.0,1,1,0,6,0,0,0,0,11,1,0,8,1,2
student48_Prompt2_1.0,1,1,1,3,0,0,0,4,16,0,1,9,1,1
student48_Prompt5_1.0,3,0,1,4,1,0,1,1,9,0,0,6,0,0
student48_Prompt9_1.0,1,1,0,0,0,0,0,0,2,0,0,2,0,0
student48_Prompt8_1.0,0,1,0,1,1,0,1,2,6,2,1,4,1,3
student48_Prompt4_1.0,2,1,0,1,0,0,0,4,14,1,0,7,1,1
student48_Prompt10_1.0,1,0,0,4,0,0,0,0,5,0,0,3,1,0
student49_Capstone_0.9,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student49_Prompt7_1.0,1,1,0,1,0,0,0,0,3,0,0,3,0,0
student49_Prompt9_0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student49_Prompt3_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student49_Prompt11_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student49_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student49_Prompt8_0.0,2,1,0,6,2,0,3,1,12,1,2,6,3,4
student49_Prompt5_1.0,2,0,0,2,0,0,0,2,11,0,0,2,1,0
student49_Prompt4_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student49_Prompt2_1.0,2,1,1,4,0,0,0,6,19,1,2,6,0,1
student49_Prompt10_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student49_Integration3_0.8,0,1,0,7,0,0,1,1,16,1,1,9,0,3
student50_Capstone_1.0,2,1,2,3,1,0,0,0,7,0,0,4,0,1
student50_Prompt7_1.0,2,0,0,1,0,0,0,0,6,0,0,3,0,0
student50_Prompt2_1.0,0,0,1,5,2,0,1,2,9,0,0,3,0,0
student50_Prompt5_1.0,0,1,1,2,0,0,0,0,6,0,0,2,0,0
student50_Prompt9_1.0,0,0,0,1,1,0,0,0,8,0,0,2,0,1
student50_Prompt3_1.0,1,0,0,0,0,0,0,0,3,0,0,2,0,0
student50_Prompt8_1.0,0,0,0,2,1,0,1,2,8,1,0,2,0,1
student50_Prompt4_1.0,1,0,0,0,0,0,0,1,6,0,0,3,1,0
student50_Prompt6_1.0,2,0,1,3,0,0,1,0,8,0,0,3,0,0
student50_Prompt10_1.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
student51_Prompt7_1.0,2,1,0,3,0,0,0,0,7,1,0,3,0,0
student51_Prompt5_1.0,0,1,1,2,0,0,1,0,8,1,0,1,0,1
student51_Prompt9_1.0,0,1,1,2,1,0,0,0,8,1,0,5,0,1
student51_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student51_Prompt11_1.0,1,0,0,1,0,0,0,0,4,0,1,2,0,2
student51_Prompt2_1.0,0,0,0,1,0,1,1,0,7,0,1,3,0,0
student51_Prompt6_0.0,1,0,0,0,0,0,0,0,5,0,0,2,0,0
student51_Integration3_1.0,0,1,0,1,0,0,0,0,5,1,1,2,0,1
student51_Prompt10_1.0,0,0,1,2,1,0,0,0,2,0,0,0,1,0
student52_Capstone_1.0,5,0,1,2,0,0,0,0,5,0,0,1,0,2
student52_Prompt7_1.0,1,0,0,2,0,0,0,0,5,0,0,2,0,0
student52_Prompt5_1.0,1,0,2,4,0,0,1,0,8,1,0,5,0,1
student52_Prompt9_1.0,0,1,1,1,0,0,1,0,5,0,0,5,0,0
student52_Prompt3_1.0,0,0,0,2,0,2,1,0,4,0,0,1,0,0
student52_Prompt2_1.0,1,1,1,5,0,0,1,3,16,0,0,5,0,0
student52_Prompt6_1.0,1,0,0,1,0,0,0,0,3,0,0,1,0,0
student52_Integration3_0.9,1,0,1,0,0,0,0,0,5,1,0,0,0,1
student52_Prompt10_1.0,0,0,1,6,1,0,1,0,8,0,0,4,2,1
student53_Capstone_0.9,4,0,2,2,0,0,0,0,9,0,0,4,0,0
student53_Prompt7_1.0,1,1,0,2,1,0,0,0,7,0,0,3,0,0
student53_Prompt2_1.0,3,2,1,11,1,0,2,2,24,0,1,7,1,0
student53_Prompt5_1.0,0,1,3,4,1,0,2,2,16,0,1,6,0,1
student53_Prompt9_1.0,0,1,0,4,0,0,1,0,13,0,0,6,0,1
student53_Prompt3_1.0,0,0,0,0,0,1,0,0,7,0,0,2,0,0
student53_Prompt8_1.0,0,0,0,4,1,0,2,1,7,2,0,0,0,2
student53_Prompt4_1.0,0,1,0,2,0,0,1,2,9,1,1,3,1,0
student53_Prompt6_1.0,1,0,0,1,0,0,0,0,5,0,0,1,0,0
student53_Integration3_0.9,0,2,2,3,2,1,0,2,22,1,1,4,2,2
student54_Capstone_1.0,8,0,3,3,0,1,1,2,14,1,3,9,1,3
student54_Prompt7_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student54_Prompt2_1.0,3,1,1,4,0,0,1,2,15,0,1,5,0,0
student54_Prompt5_0.9,1,2,1,1,0,0,0,2,8,0,0,1,1,0
student54_Prompt9_1.0,0,1,1,2,0,0,0,0,4,0,0,3,0,1
student54_Prompt3_1.0,0,0,0,0,0,1,0,0,7,0,0,1,0,0
student54_Prompt8_1.0,1,1,0,3,1,0,0,1,7,1,0,5,0,3
student54_Prompt4_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student54_Prompt6_1.0,1,0,0,2,0,0,0,0,5,0,0,2,0,0
student54_Integration3_1.0,1,1,4,7,2,0,0,2,11,2,1,7,1,3
student54_Prompt10_1.0,0,0,1,3,1,0,0,0,3,0,0,1,1,0
student55_Capstone_0.9,4,0,1,1,0,0,0,0,6,0,0,2,0,0
student55_Prompt7_1.0,1,0,0,0,1,0,0,0,4,0,0,1,0,0
student55_Prompt5_1.0,0,1,1,3,0,0,0,0,5,0,0,4,0,0
student55_Prompt4_1.0,1,1,0,1,0,0,0,2,8,0,0,3,1,0
student55_Prompt3_1.0,0,0,0,1,0,1,0,0,5,0,0,3,0,0
student55_Prompt2_1.0,1,1,2,7,1,0,0,3,14,0,1,6,0,0
student55_Prompt6_1.0,2,0,1,3,0,0,0,0,8,0,0,4,0,0
student55_Integration3_0.9,0,0,0,4,0,0,0,0,5,1,0,4,0,4
student55_Prompt10_1.0,1,0,1,5,1,0,0,0,7,0,0,3,1,0
student56_Prompt9_1.0,0,0,0,2,2,0,1,1,6,1,0,7,0,4
student56_Prompt2_1.0,0,0,0,5,1,0,1,1,10,0,0,2,1,0
student56_Prompt7_1.0,0,0,0,3,0,0,1,0,9,0,0,3,0,0
student56_Integration3_1.0,2,1,8,9,0,0,4,1,18,1,2,10,2,2
student56_Prompt8_1.0,1,1,0,2,0,0,0,0,8,0,0,2,1,0
student56_Prompt4_1.0,0,0,0,3,0,2,1,0,10,1,0,7,0,0
student56_Prompt6_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student57_Capstone_1.0,2,1,2,4,0,0,0,0,6,1,0,4,0,0
student57_Prompt9_1.0,0,1,0,3,0,0,0,1,6,1,0,3,0,1
student57_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student57_Prompt2_1.0,1,1,2,3,0,0,2,4,13,0,2,4,0,0
student57_Prompt6_1.0,1,0,1,4,0,0,0,0,6,1,0,5,0,1
student57_Prompt10_1.0,0,0,1,3,1,0,0,0,4,0,0,1,1,0
student58_Prompt9_1.0,0,0,0,2,1,0,1,1,13,1,0,1,0,0
student58_Prompt5_1.0,0,2,1,3,1,0,2,5,18,1,1,3,1,0
student58_Prompt7_1.0,3,0,0,2,0,0,1,0,11,0,0,1,0,0
student58_Integration3_1.0,0,1,2,4,0,0,1,0,12,0,0,1,0,0
student58_Prompt11_1.0,0,0,1,0,0,0,0,0,6,0,0,0,1,0
student58_Prompt8_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student58_Prompt4_1.0,0,0,0,1,0,1,1,0,6,0,1,2,0,0
student58_Prompt6_1.0,0,0,1,2,0,0,0,1,11,0,1,2,3,0
student58_Prompt10_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
student59_Capstone_1.0,3,1,2,1,1,0,0,0,5,0,0,0,0,1
student59_Prompt7_1.0,1,2,1,2,1,0,0,0,7,0,0,5,0,0
student59_Prompt9_1.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
student59_Prompt3_1.0,0,0,0,0,0,1,0,0,5,0,0,2,0,0
student59_Prompt11_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student59_Prompt8_1.0,4,1,2,7,2,0,0,1,7,2,2,4,2,4
student59_Prompt2_1.0,2,0,2,4,0,0,1,2,9,0,0,7,0,0
student59_Prompt6_1.0,1,0,0,3,0,0,0,0,5,0,0,3,0,0
student59_Integration3_1.0,0,2,0,4,0,0,0,0,10,0,1,3,0,0
student59_Prompt10_1.0,0,0,0,1,0,0,0,0,3,0,0,3,0,1
student60_Capstone_1.0,2,0,1,5,0,0,1,2,15,0,2,7,4,0
student60_Prompt7_1.0,3,0,0,3,1,0,0,0,9,0,0,4,0,1
student60_Prompt5_1.0,1,1,0,2,0,0,0,2,9,0,0,2,1,0
student60_Prompt9_1.0,1,1,1,3,1,0,1,1,11,2,0,4,0,2
student60_Prompt3_1.0,0,0,0,0,0,1,0,0,5,0,0,3,0,0
student60_Prompt8_1.0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
student60_Prompt4_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student60_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
student60_Integration3_1.0,0,0,1,5,0,0,1,1,12,0,1,4,2,0
student60_Prompt10_1.0,0,0,1,2,1,0,0,0,3,0,0,1,1,0
student61_Integration3_1.0,1,0,2,3,0,0,1,0,10,0,0,3,0,1
student61_Prompt11_1.0,0,1,0,2,0,0,0,0,9,0,0,3,0,0
student61_Prompt10_1.0,2,1,0,4,0,0,0,0,11,0,0,4,1,1
student61_Prompt6_1.0,2,0,2,10,0,0,1,2,21,1,0,9,2,1
student61_Prompt4_1.0,0,0,0,0,0,1,0,0,9,0,1,2,0,0
student62_Capstone_1.0,4,0,2,3,0,0,0,0,10,1,0,5,0,1
student62_Prompt8_1.0,1,1,0,3,0,0,0,0,8,0,0,3,1,0
student62_Prompt2_1.0,0,1,0,4,0,0,0,1,9,1,1,3,0,1
student62_Prompt5_1.0,0,1,0,2,0,0,0,0,9,1,1,2,1,0
student62_Prompt9_0.0,3,0,0,2,0,0,0,0,10,2,0,6,0,3
student62_Prompt3_1.0,0,0,0,1,0,0,1,0,4,0,0,0,0,0
student62_Prompt4_1.0,0,0,0,3,0,2,1,2,10,1,0,5,0,0
student62_Prompt6_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student62_Integration3_0.9,0,2,1,7,1,0,3,3,22,2,0,10,0,3
student62_Prompt10_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student63_Prompt9_1.0,0,1,0,1,0,0,0,0,4,0,0,2,1,1
student63_Prompt5_1.0,1,0,1,0,0,0,0,0,7,0,0,3,0,0
student63_Prompt7_1.0,1,1,0,1,0,0,0,0,8,0,0,3,0,0
student63_Integration3_1.0,0,0,1,7,1,0,2,2,13,1,0,10,2,4
student63_Prompt11_1.0,3,1,1,1,0,0,0,0,4,0,1,3,0,2
student63_Prompt8_1.0,0,0,0,1,1,1,0,0,3,1,0,3,0,0
student63_Prompt4_1.0,0,0,0,1,0,0,0,1,7,0,0,4,1,0
student63_Prompt6_1.0,1,0,1,2,0,0,0,0,4,0,0,3,0,0
student63_Prompt10_1.0,0,0,0,2,1,0,0,0,6,0,0,4,1,0
student64_Capstone_1.0,6,0,2,3,0,0,0,1,13,1,0,5,0,1
student64_Prompt8_1.0,0,0,0,4,3,0,2,2,11,3,0,8,1,4
student64_Prompt2_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student64_Prompt9_1.0,2,2,2,5,0,0,0,1,13,0,0,8,0,0
student64_Prompt3_1.0,1,0,0,1,0,1,2,1,15,0,0,6,0,0
student64_Prompt11_1.0,7,2,1,7,0,0,1,0,23,1,2,13,0,8
student64_Prompt4_1.0,3,2,0,4,0,0,0,1,21,0,2,12,2,0
student64_Integration3_1.0,0,1,3,12,1,0,0,0,22,3,1,10,0,4
student65_Prompt9_1.0,0,2,0,4,0,0,0,0,8,0,0,5,0,0
student65_Prompt5_1.0,2,2,5,0,2,0,0,0,14,0,0,5,0,1
student65_Prompt7_1.0,3,0,0,2,0,0,1,0,11,0,0,7,0,0
student65_Integration3_1.0,0,1,0,5,0,2,3,4,12,1,1,7,0,2
student65_Prompt8_1.0,1,0,0,2,1,0,0,1,6,1,0,5,0,2
student65_Prompt4_1.0,0,0,0,3,0,0,1,2,9,0,1,8,3,1
student65_Prompt6_1.0,1,0,0,3,0,0,0,0,8,0,0,7,0,0
student65_Prompt10_1.0,1,0,1,5,1,0,1,0,10,0,0,7,2,1
student66_Prompt9_1.0,2,1,1,2,0,0,0,0,11,1,0,4,0,1
student66_Prompt3_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student66_Prompt11_1.0,1,0,0,1,0,0,0,0,4,0,1,2,0,2
student66_Prompt2_1.0,0,0,0,5,1,0,0,3,13,0,1,3,0,0
student66_Prompt6_1.0,2,0,0,1,0,0,0,0,6,0,0,3,0,0
student66_Prompt10_1.0,0,0,1,2,1,0,0,0,2,0,0,0,1,0
student67_Capstone_1.0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
student67_Prompt7_1.0,0,0,0,1,0,0,0,0,6,0,0,1,0,0
student67_Prompt2_1.0,2,0,1,4,0,0,2,6,9,0,0,7,0,0
student67_Prompt5_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student67_Prompt9_1.0,0,0,0,2,0,0,1,0,10,0,0,4,0,0
student67_Prompt3_1.0,0,1,2,0,2,1,0,0,6,0,0,0,0,0
student67_Prompt11_1.0,4,0,0,2,0,0,0,0,7,0,2,3,0,1
student67_Prompt4_1.0,0,0,0,0,0,0,1,0,4,0,0,4,0,0
student67_Prompt6_1.0,0,0,0,0,0,0,0,1,4,0,0,3,0,0
student67_Prompt10_1.0,0,0,1,1,1,0,0,0,2,0,0,0,1,0
student68_Capstone_1.0,7,1,4,7,0,0,1,1,9,0,3,8,1,4
student68_Prompt7_1.0,2,1,0,3,0,0,1,0,7,0,0,2,0,0
student68_Prompt2_1.0,2,0,1,6,1,0,1,1,15,0,0,2,1,0
student68_Prompt5_1.0,0,1,0,2,0,0,0,0,5,0,0,2,0,0
student68_Prompt8_1.0,0,1,0,2,1,0,1,1,6,1,0,3,0,1
student68_Prompt3_1.0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
student68_Prompt11_1.0,0,1,0,3,1,0,0,0,3,0,0,5,0,1
student68_Prompt4_1.0,0,0,0,0,1,0,0,2,4,0,1,1,1,0
student68_Prompt6_1.0,1,0,0,1,0,0,0,1,7,0,0,1,0,0
student68_Integration3_1.0,0,1,1,5,0,0,1,0,8,1,0,5,1,1
student68_Prompt10_1.0,0,3,3,0,1,0,1,0,7,0,0,1,1,0
student69_Prompt9_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student69_Prompt5_1.0,0,1,2,5,0,0,3,3,13,1,2,8,3,1
student69_Prompt7_1.0,0,0,0,1,0,0,0,0,3,0,0,1,0,0
student69_Prompt3_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student69_Prompt11_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student69_Prompt8_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student69_Prompt4_1.0,0,0,0,3,0,1,0,0,7,1,0,3,0,0
student69_Prompt1_1.0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
student69_Integration3_1.0,0,0,0,3,0,0,0,0,4,1,0,3,0,1
student69_Prompt6_1.0,3,4,3,12,1,0,4,3,17,2,0,9,1,4
student70_Capstone_1.0,6,0,2,2,0,0,1,0,13,0,0,2,0,0
student70_Prompt7_1.0,6,1,3,4,2,0,1,1,17,1,2,11,1,4
student70_Prompt2_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student70_Prompt5_1.0,0,0,0,7,0,0,2,2,12,1,2,5,3,0
student70_Prompt9_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student70_Prompt3_1.0,1,0,1,0,0,0,0,0,6,0,0,0,0,0
student70_Prompt11_1.0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
student70_Prompt8_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student70_Prompt4_1.0,0,0,1,2,0,3,1,0,10,1,1,5,0,0
student70_Prompt6_1.0,2,1,1,7,0,0,1,0,10,1,0,5,0,1
student70_Prompt10_1.0,1,0,0,1,0,0,0,0,9,0,0,3,0,1
student71_Capstone_1.0,0,0,1,4,1,0,0,0,6,0,1,2,1,0
student71_Prompt7_1.0,3,0,0,4,0,0,0,0,15,0,0,9,0,1
student71_Prompt5_1.0,0,0,0,0,0,0,0,1,5,0,0,1,0,0
student71_Prompt4_1.0,1,0,0,5,0,1,2,1,14,1,1,8,1,1
student71_Prompt3_1.0,1,0,0,1,0,0,0,0,6,0,0,3,0,0
student71_Prompt6_1.0,1,0,4,2,0,0,0,4,7,0,0,8,2,0
student71_Prompt10_1.0,0,0,0,1,0,0,0,0,5,0,0,1,0,0
student72_Capstone_1.0,6,1,1,3,0,0,1,1,13,1,0,3,0,1
student72_Prompt7_1.0,2,1,1,4,2,0,0,1,8,0,0,3,0,0
student72_Prompt5_1.0,0,2,1,0,0,0,0,0,6,0,1,4,1,0
student72_Prompt8_1.0,0,0,0,0,1,0,0,1,3,1,0,2,1,1
student72_Prompt3_1.0,0,0,0,0,0,1,0,0,3,0,0,2,1,0
student72_Prompt6_1.0,1,0,1,1,0,0,0,0,4,0,0,2,0,0
student72_Integration3_1.0,0,0,2,5,0,0,0,0,14,0,0,4,1,1
student72_Prompt10_1.0,1,0,1,3,1,0,0,0,8,0,0,3,1,0
student73_Prompt9_1.0,2,1,2,3,1,0,0,1,10,1,0,7,0,3
student73_Prompt5_1.0,0,2,1,2,0,0,0,0,9,1,0,3,0,0
student73_Prompt7_1.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
student73_Integration3_1.0,0,0,0,7,0,0,0,0,12,3,0,7,0,4
student73_Prompt8_1.0,0,0,0,0,0,0,0,1,7,0,0,1,0,0
student73_Prompt4_1.0,1,0,0,1,0,1,0,2,10,0,0,3,1,0
student73_Prompt6_1.0,1,0,0,2,0,0,0,0,7,0,0,2,0,0
student73_Prompt10_1.0,0,0,0,1,0,0,1,0,3,0,0,0,0,0
student74_Capstone_1.0,5,0,2,7,0,0,1,0,12,0,1,5,0,3
student74_Prompt7_1.0,1,0,0,2,0,0,0,0,3,0,0,3,0,0
student74_Prompt9_1.0,0,2,1,4,0,0,0,0,5,0,0,6,0,0
student74_Prompt3_1.0,0,0,0,0,0,1,0,0,3,0,0,3,0,0
student74_Prompt8_1.0,0,1,0,4,1,0,0,1,7,2,0,5,1,1
student74_Prompt2_1.0,1,0,0,1,0,0,1,1,6,0,0,3,0,0
student74_Prompt6_1.0,1,0,2,1,0,0,0,0,3,0,0,4,0,0
student74_Integration3_1.0,0,0,0,3,0,0,1,0,6,1,0,2,0,1
student74_Prompt10_1.0,0,0,1,5,2,0,0,0,7,0,0,5,3,1
student75_Capstone_1.0,4,0,2,3,0,0,0,0,9,0,0,5,0,0
student75_Prompt7_1.0,6,1,1,5,1,0,1,1,16,0,0,6,0,0
student75_Prompt2_1.0,0,0,0,0,0,0,0,1,2,0,0,2,0,0
student75_Prompt5_1.0,3,1,2,2,1,0,0,2,11,0,0,11,1,0
student75_Prompt9_1.0,1,0,0,3,0,0,0,0,8,0,0,7,0,1
student75_Prompt3_1.0,0,0,0,1,0,0,0,0,4,0,0,1,0,0
student75_Prompt8_1.0,0,0,0,1,1,0,0,1,3,1,0,3,1,1
student75_Prompt4_1.0,0,0,0,4,0,2,2,0,11,1,1,9,0,1
